[["ПОВІТРЯ","ПОТІК","AIRBlow","AIR","Steady air blows, like from a compressed can of air.","стиснене повітря, розгерметизувати, випускати, пихкати, бризкати, тріпотіти, продувати"],
["ВОДА","ПІД ВОДОЮ","WATRUndwtr","WATR","Specifically underwater sounds, flows, current and movement, Swimming underwater. See also AMBIENCE-UNDERWATER and WATER-MOVEMENT as well.","підводний, потік, бурхливий"],
["ВОДА","ВОДОСПАД","WATRFall","WATR","Waterfalls from small cascading ones to Niagara falls.","водоспад, каскад, гребля, потік, ніагара"],
["ВОДА","ХВИЛЯ","WATRWave","WATR","For general water waves, distinct waves. General ocean roar to go in WATER-SURF, and tiny waves to WATER-LAPPING. See also NATURAL DISASTERS-TSUNAMI.","хвиля, хвилеріз, хвилеріз, припливи, берег, пристань, притирання"],
["ХОЛОДНА ЗБРОЯ","ОБЛАДУНКИ","WEAPArmr","WEAP","Knights armor movement, hits. Shields, chainmail armor, leather armor with buckles.","обладунок, кольчуга, шолом, лускатий обладунок, нагрудник, кіраса, домару, шина, харамакі, щит"],
["ХОЛОДНА ЗБРОЯ","СТРІЛА","WEAPArro","WEAP","Arrow slides, arrow impacts. An arrow by would likely be a SWOOSHES-SWISH. See also WEAPONS-BOW.","стріла, болт, сагайдак, сагайдак"],
["ХОЛОДНА ЗБРОЯ","СОКИРА","WEAPAxe","WEAP","Specifically a weaponized ax. Possible overlap with WEAPONS-SWORD or even WEAPON-POLEARM.","сокира, сокира, топірець, метальна сокира"],
["ХОЛОДНА ЗБРОЯ","ТУПА","WEAPBlnt","WEAP","Blunt weapons, like maces and flails, but also nightsticks.","булава, бита, булава, булава, булава з ланцюгом, нунчак, бойовий молот, бойовий молот, посох, кастет, ціпок, тонфа, кийок, палиця, дубина"],
["ХОЛОДНА ЗБРОЯ","ЛУК","WEAPBow","WEAP","Bows and Crossbows, articulation, twangs, bolts being loaded. Bow releases. See also WEAPON-ARROW.","лук, арбалет, арбалетна коробка, арбалет"],
["ХОЛОДНА ЗБРОЯ","НІЖ","WEAPKnif","WEAP","Smaller knives, WEAPONS-SWORDS has it own subcategory here.","складаний ніж, ніж-джек, ніж-метелик, ніж мисливський, ніж господарський, тесак, ніж м'ясницький, ніж траншейний, ніж кухарський"],
["ХОЛОДНА ЗБРОЯ","РІЗНЕ","WEAPMisc","WEAP","Weapon sounds not fitting another category in this list.","рогатка"],
["ХОЛОДНА ЗБРОЯ","ДЕРЖАКОВА","WEAPPole","WEAP","A long spear or long poled weapon with sharp components at the end, like a harpoon.","спис, піка, гарпун, алебарда, алебарда, спис, сагайдак, сагайдак"],
["ХОЛОДНА ЗБРОЯ","ОБЛОГОВА","WEAPSiege","WEAP","A siege weapon is a device designed to break or circumvent fortifications, catapults, trebuchets. Ancient artillery.","катапульта, требуше, таран, баліста, облогова вежа"],
["ХОЛОДНА ЗБРОЯ","МЕЧ","WEAPSwrd","WEAP","Swords, clashing, parrying. Sword rings and hits. STABS would go to GORE category. Sword draws, shings.","фальшфейер, ятаган, широкий меч, рапіра, довгий меч, сагайдак, сагайдак, фехтувальний меч, катана, мачете, шабля, меч вікінгів, рапіра"],
["ХОЛОДНА ЗБРОЯ","ХЛИСТ","WEAPWhip","WEAP","Whip cracks. Make Indiana Jones proud.","бичачий батіг, кінський батіг, батіг, батіг-тріскачка"],
["ПОГОДА","ГРАД","HAIL","HAIL","Hail on various surfaces.","град, лід, сніг"],
["ПОГОДА","РІЗНЕ","WTHR","WTHR","Weather sounds not fitting another category in this list. See also NATURAL DISASTER category.","різне"],
["ПОГОДА","БУРЯ","STORM","STORM","Composite storms, wind, rain, thunder, where elements aren't isolated. Mixed storm composite recordings. Also see WIND-TURBULENT for wind only elements and NATURAL-DISASTER.","ураган, гроза, тайфун, ожеледь, мокрий сніг, піщана буря, смерч, циклон, град,"],
["ПОГОДА","ГРІМ","THUN","THUN","Thunder and lightning, dry, wet, distant rumbles to sharp thunder cracks. Combination RAIN & THUNDER may best go into WEATHER-STORM","гроза, блискавка, грім, грім, блискавка, блискавка, грім, тріск, гуркіт, гуркіт"],
["СВИСТ","ЛЮДСЬКИЙ","WHSTHmn","WHST","Human whistles, wolf-whistles. See also CARTOON-WHISTLES.","свист, вигук, людський, вовчий свист, сигнал"],
["СВИСТ","МЕХАНІЧНИЙ","WHSTMech","WHST","Train whistles, referee whistles, tea pot whistles, etc, any whistle not made by a human.","пароплавний, суддівський, гудок, поліцейський свисток, чайник, свисток поїзда"],
["СВИСТ","РІЗНЕ","WHSTMisc","WHST","Whistle sounds not fitting another category in this list.","суддя, носова флейта"],
["ВІТЕР","ЗВУКОВИЙ ДИЗАЙН","WINDDsgn","WIND","Designed or manufactured or artificial winds, wind machines, synth winds.","духовий, синтетичний, штучний, тональний"],
["ВІТЕР","ЗВИЧАНИЙ","WIND","WIND","Base and general wind category.","різний"],
["ВІТЕР","ПОРИВ","WINDGust","WIND","For more singular gusts or buffets, accents to cut into other winds. Usually shorter. A constant buffeting wind better off in the GENERAL or TURBULENT category.","порив, віхола, віхола, вітерець, вітерець, буфет, вітерець, шквал, шквал, шквал, шквал"],
["ВІТЕР","ВСЕРЕДИНІ ПРИМІЩЕННЯ","WINDInt","WIND","Interior wind, through window, or crack in door. Wind through chimney or vent pipe, but see also WIND-TONAL for overtly tonal winds and whistles.","інтер'єр, віконниця, грюкіт, брязкіт, стогін, протяг"],
["ВІТЕР","ТОНАЛЬНИЙ","WINDTonl","WIND","Wind howls, wind in wires, wind whistles, overtly tonal winds.","виття, свист, стогін, тональний"],
["ВІТЕР","БУРХЛИВА","WINDTurb","WIND","Extremely violent wind, big buffeting, huge storm winds. Possible overlap with NATURAL DISASTER-TORNADO or WEATHER-STORM.","буфет, бурхливий вітер, сильний вітер, буйний вітер, буйний вітер, буфет"],
["ВІТЕР","РОСЛИННІСТЬ","WINDVege","WIND","Wind through foliage, vegetation, grass, trees, leaves, plants.","листя, рослинність, трава, дерево, лист, рослина, шелест"],
["ВІКНА","ВІКОННІ ПОКРИТТЯ","WNDWCover","WNDW","Window curtains, blinds, shutters. So a window covering, not the window itself.","завіса, штора, жалюзі, віконниця, затемнення, штори"],
["ВІКНА","ФУРНІТУРА","WNDWHdwr","WNDW","Window latches, cranks, locks. Window hardware.","віконна клямка, віконні клямки, віконний замок, віконне ущільнення"],
["ВІКНА","СТУК","WNDWKnck","WNDW","Knocking on various window surfaces, knocking on GLASS.","стукіт, шибка, брязкальце"],
["ВІКНА","МЕТАЛЕВІ","WNDWMetl","WNDW","Metal framed windows, open and close.","металева рама"],
["ВІКНА","РІЗНЕ","WNDWMisc","WNDW","Window sounds not fitting another category in this list.","різне"],
["ВІКНА","ПЛАСТИКОВІ","WNDWPlas","WNDW","Plastic framed windows, plexiglass windows. Vinyl framed windows, open and close.","пластикова рама"],
["ВІКНА","ДЕРЕВ'ЯНІ","WNDWWood","WNDW","Wood framed windows, open and close.","дерев'яна рама"],
["КРИЛАТІ","ПТАХ","WINGBird","WING","Bird wing flaps, hummingbirds, pigeon wings. Group or single.","пташине крило, клапоть, тріпотіння"],
["КРИЛАТІ","ІСТОТА","WINGCrea","WING","Dragon wings, fairy wings, any manner of creature and monster wings.","крило дракона, крило феї, крило грифона, крило сфінкса, крило ангела, крило фенікса, крило гігантського птаха"],
["КРИЛАТІ","КОМАХА","WINGInsc","WING","Fly and bee wings, dragonflies, moths, butterflies. Any insect wings. Some overlap and confusion with ANIMALS-INECTS likely.","муха, бджола, бабка, міль, метелик, жук, скарабей, шершень, оса, сарана"],
["КРИЛАТІ","РІЗНЕ","WINGMisc","WING","Wing sounds not fitting another category in this list.","різне"],
["ДЕРЕВО","ЛАМАННЯ","WOODBrk","WOOD","Wood breaks, shatters, cracks, crunches. Any destruction of wood that breaks the piece.","ламання, тріщини, розриви, осколки, осколки, хрускіт, осколок"],
["ДЕРЕВО","РОЗБИТТЯ ТА УЛАМКИ","WOODCrsh","WOOD","Group wood crashes and debris, and pieces falling, as in after an explosion.","падіння, уламки, аварія, падіння, деревина"],
["ДЕРЕВО","ТЕРТЯ","WOODFric","WOOD","Wood stress, especially creaks. But also scrapes, squeaks.","стрес, подряпини, скрип, скрип, скрип, скрип"],
["ДЕРЕВО","УПРАВЛІННЯ","WOODHandl","WOOD","Handling a wooden object, picking up, setting down, etc. Some overlap or confusion with WOOD-MOVEMENT.","обробляти, хапати, встановлювати, піднімати, ставити, кидати, ловити"],
["ДЕРЕВО","УДАР","WOODImpt","WOOD","Singular wood hits, drops, impacts, board hits. Group wood destruction goes into CRASH. Resonant wood bonks or hits. Hitting your head on a doorframe.","вдарити, впустити, удар, зіткнення, розбити, грюкнути, дзенькнути, дзенькнути, рубати"],
["ДЕРЕВО","РІЗНЕ","WOODMisc","WOOD","Wood sounds not fitting another category in this list.","різне"],
["ДЕРЕВО","РУХ","WOODMvmt","WOOD","Wood movement including rattles, drag, slides, rolls. Group pieces of wood moving together.","тягнути, котити, торохтіти, трясти"],
["ДЕРЕВО","ТОНАЛЬНЕ","WOODTonl","WOOD","Tonal bowed wood sounds, ringing wood.","кланятися, дзвеніти, дзвеніти, дзвеніти, дзвеніти, деформуватися"]]
