[["ВОЗДУХ","ПОТОК","AIRBlow","AIR","Steady air blows, like from a compressed can of air.","сжатый воздух, разгерметизация, выпуск, пыхтение, распыление, трепыхание, продувка"],
["ВОДА","БРЫЗГИ","WATRSplsh","WATR","Water splashes of all kind, a person diving into a pool, a whale cresting, throwing a rock into water.","плескаться, плавать, плыть, нырять, погружаться, плескаться, погружаться под воду"],
["ВОДА","РАСПЫЛЕНИЕ","WATRSpray","WATR","Big sprays of a wave crash, to a hose spray.","брызгать, брызгать, брызгать, брызгать, брызгать, брызгать"],
["ВОДА","ПАР","WATRStm","WATR","Very wet hisses, radiators, saunas. Hot wet steam.","брызги, туман, пар, мокрое шипение, шипение"],
["ВОДА","ПРИБОЙ","WATRSurf","WATR","The general roar of the ocean, not the sport. Constant ocean roaring waves.","береговая линия, береговая линия, берег моря, пляж, мытьё"],
["ВОДА","БУРНАЯ","WATRTurb","WATR","Very big splashy water. Whirlpools, big rapids on a river. Dangerous water.","водоворот, волновой бассейн, пороги, водоворот, вихрь"],
["ВОДА","ПОД ВОДОЙ","WATRUndwtr","WATR","Specifically underwater sounds, flows, current and movement, Swimming underwater. See also AMBIENCE-UNDERWATER and WATER-MOVEMENT as well.","подводный, поток, турбулентный"],
["ВОДА","ВОДОПАД","WATRFall","WATR","Waterfalls from small cascading ones to Niagara falls.","водопад, каскад, плотина, поток, ниагара"],
["ВОДА","ВОЛНА","WATRWave","WATR","For general water waves, distinct waves. General ocean roar to go in WATER-SURF, and tiny waves to WATER-LAPPING. See also NATURAL DISASTERS-TSUNAMI.","волна, волнорез, прилив, берег моря, пристань, нахлест"],
["ХОЛОДНОЕ ОРУЖИЕ","ДОСПЕХИ","WEAPArmr","WEAP","Knights armor movement, hits. Shields, chainmail armor, leather armor with buckles.","доспехи, кольчуга, шлем, чешуйчатые доспехи, нагрудник, кираса, домару, шило, харамаки, щит"],
["ХОЛОДНОЕ ОРУЖИЕ","СТРЕЛА","WEAPArro","WEAP","Arrow slides, arrow impacts. An arrow by would likely be a SWOOSHES-SWISH. See also WEAPONS-BOW.","стрела, болт, фитиль, колчан"],
["ХОЛОДНОЕ ОРУЖИЕ","ТОПОР","WEAPAxe","WEAP","Specifically a weaponized ax. Possible overlap with WEAPONS-SWORD or even WEAPON-POLEARM.","топор, секира, рубило, метательный топор"],
["ХОЛОДНОЕ ОРУЖИЕ","ТУПОЕ","WEAPBlnt","WEAP","Blunt weapons, like maces and flails, but also nightsticks.","дубина, бита, булава, шар с цепью, нунчак, боевой молот, вархаммер, посох, кастет, фаил, тонфа, ночная палка, дубина"],
["ХОЛОДНОЕ ОРУЖИЕ","ЛУК","WEAPBow","WEAP","Bows and Crossbows, articulation, twangs, bolts being loaded. Bow releases. See also WEAPON-ARROW.","длинноствольный лук, сложный лук, арбалет"],
["ХОЛОДНОЕ ОРУЖИЕ","НОЖ","WEAPKnif","WEAP","Smaller knives, WEAPONS-SWORDS has it own subcategory here.","рубильник, нож, нож-бабочка, охотничий нож, хозяйственный нож, тесак, мясницкий нож, траншейный нож, поварской нож"],
["ХОЛОДНОЕ ОРУЖИЕ","РАЗНОЕ","WEAPMisc","WEAP","Weapon sounds not fitting another category in this list.","рогатка"],
["ХОЛОДНОЕ ОРУЖИЕ","ДРЕВКОВОЕ","WEAPPole","WEAP","A long spear or long poled weapon with sharp components at the end, like a harpoon.","копье, пика, гарпун, алебарда, копье, шестопер, сабля"],
["ХОЛОДНОЕ ОРУЖИЕ","ОСАДНОЕ","WEAPSiege","WEAP","A siege weapon is a device designed to break or circumvent fortifications, catapults, trebuchets. Ancient artillery.","катапульта, требюше, таран, баллиста, осадная башня"],
["ХОЛОДНОЕ ОРУЖИЕ","МЕЧ","WEAPSwrd","WEAP","Swords, clashing, parrying. Sword rings and hits. STABS would go to GORE category. Sword draws, shings.","фальчион, скимитар, меч, рапира, лонгсворд, самурай, тесак, фехтовальный меч, каттана, мачете, сабля, меч викингов, рапира"],
["ХОЛОДНОЕ ОРУЖИЕ","ХЛЫСТ","WEAPWhip","WEAP","Whip cracks. Make Indiana Jones proud.","кнут, конский кнут, плеть, кнут-трещина"],
["ПОГОДА","ГРАД","HAIL","HAIL","Hail on various surfaces.","град, лед, снег"],
["ПОГОДА","РАЗНОЕ","WTHR","WTHR","Weather sounds not fitting another category in this list. See also NATURAL DISASTER category.","разное"],
["ПОГОДА","БУРЯ","STORM","STORM","Composite storms, wind, rain, thunder, where elements aren't isolated. Mixed storm composite recordings. Also see WIND-TURBULENT for wind only elements and NATURAL-DISASTER.","ураган, гроза, тайфун, ливень, песчаная буря, торнадо, циклон, град,"],
["ПОГОДА","ГРОМ","THUN","THUN","Thunder and lightning, dry, wet, distant rumbles to sharp thunder cracks. Combination RAIN & THUNDER may best go into WEATHER-STORM","гроза, молния, раскат грома, удар грома, молния, гром, треск, раскат, грохот"],
["СВИСТ","ЧЕЛОВЕЧЕСКИЙ","WHSTHmn","WHST","Human whistles, wolf-whistles. See also CARTOON-WHISTLES.","свисток, аплодисменты, человек, волчий свисток, сигнал"],
["СВИСТ","МЕХАНИЧЕСКИЙ","WHSTMech","WHST","Train whistles, referee whistles, tea pot whistles, etc, any whistle not made by a human.","пароход, судья, зуб, полицейский свисток, чайник, свисток поезда"],
["СВИСТ","РАЗНОЕ","WHSTMisc","WHST","Whistle sounds not fitting another category in this list.","реф, носовая флейта"],
["ВЕТЕР","ЗВУКОВОЙ ДИЗАЙН","WINDDsgn","WIND","Designed or manufactured or artificial winds, wind machines, synth winds.","духовая машина, синтетическая, искусственная, тональная"],
["ВЕТЕР","ОБЫЧНЫЙ","WIND","WIND","Base and general wind category.","разное"],
["ВЕТЕР","ПОРЫВ","WINDGust","WIND","For more singular gusts or buffets, accents to cut into other winds. Usually shorter. A constant buffeting wind better off in the GENERAL or TURBULENT category.","порыв, блеск, ветерок, бриз, буффет, вафля, шторм, шквал"],
["ВЕТЕР","ВНУТРИ ПОМЕЩЕНИЯ","WINDInt","WIND","Interior wind, through window, or crack in door. Wind through chimney or vent pipe, but see also WIND-TONAL for overtly tonal winds and whistles.","интерьер, затвор, скрежет, стон, сквозняк"],
["ВЕТЕР","ТОНАЛЬНЫЙ","WINDTonl","WIND","Wind howls, wind in wires, wind whistles, overtly tonal winds.","завывание, свист, стон, тональный"],
["ВЕТЕР","БУРНАЯ","WINDTurb","WIND","Extremely violent wind, big buffeting, huge storm winds. Possible overlap with NATURAL DISASTER-TORNADO or WEATHER-STORM.","буйный ветер, турбулентный ветер, сильный ветер, буйный ветер, буффет"],
["ВЕТЕР","РАСТИТЕЛЬНОСТЬ","WINDVege","WIND","Wind through foliage, vegetation, grass, trees, leaves, plants.","листва, растительность, трава, дерево, лист, растение, шорох"],
["ОКНА","ОКОННЫЕ ПОКРЫТИЯ","WNDWCover","WNDW","Window curtains, blinds, shutters. So a window covering, not the window itself.","штора, жалюзи, ставни, затемнение, тени"],
["ОКНА","ФУРНИТУРА","WNDWHdwr","WNDW","Window latches, cranks, locks. Window hardware.","оконная задвижка, оконные краны, оконный замок, оконный уплотнитель"],
["ОКНА","СТУК","WNDWKnck","WNDW","Knocking on various window surfaces, knocking on GLASS.","стук, стеклопакет, грохот"],
["ОКНА","МЕТАЛЛИЧЕСКИЕ","WNDWMetl","WNDW","Metal framed windows, open and close.","металлическая рама"],
["ОКНА","РАЗНОЕ","WNDWMisc","WNDW","Window sounds not fitting another category in this list.","разное"],
["ОКНА","ПЛАСТИКОВЫЕ","WNDWPlas","WNDW","Plastic framed windows, plexiglass windows. Vinyl framed windows, open and close.","пластиковая рама"],
["ОКНА","ДЕРЕВЯННЫЕ","WNDWWood","WNDW","Wood framed windows, open and close.","деревянная рама"],
["КРЫЛАТЫЕ","ПТИЦА","WINGBird","WING","Bird wing flaps, hummingbirds, pigeon wings. Group or single.","крыло птицы, взмах, порхание"],
["КРЫЛАТЫЕ","СУЩЕСТВО","WINGCrea","WING","Dragon wings, fairy wings, any manner of creature and monster wings.","крыло дракона, крыло феи, крыло грифона, крыло сфинкса, крыло ангела, крыло феникса, крыло гигантской птицы"],
["КРЫЛАТЫЕ","НАСЕКОМОЕ","WINGInsc","WING","Fly and bee wings, dragonflies, moths, butterflies. Any insect wings. Some overlap and confusion with ANIMALS-INECTS likely.","муха, пчела, стрекоза, мотылек, бабочка, жук, скарабей, шершень, оса, саранча"],
["КРЫЛАТЫЕ","РАЗНОЕ","WINGMisc","WING","Wing sounds not fitting another category in this list.","разное"],
["ДЕРЕВО","ЛОМАНИЕ","WOODBrk","WOOD","Wood breaks, shatters, cracks, crunches. Any destruction of wood that breaks the piece.","ломается, трескается, рвется, разбивается, хрустит, разлетается на осколки"],
["ДЕРЕВО","РАЗБИВАНИЕ И ОБЛОМКИ","WOODCrsh","WOOD","Group wood crashes and debris, and pieces falling, as in after an explosion.","падение, обломки, крушение, падение, древесина"],
["ДЕРЕВО","ТРЕНИЕ","WOODFric","WOOD","Wood stress, especially creaks. But also scrapes, squeaks.","напряжение, царапины, скрип, скрип, скрип, скрип"],
["ДЕРЕВО","ОГНЕСТРЕЛЬНОЕ ОРУЖИЕ","WOODHandl","WOOD","Handling a wooden object, picking up, setting down, etc. Some overlap or confusion with WOOD-MOVEMENT.","ручка, хватать, ставить, поднимать, опускать, бросать, ловить"],
["ДЕРЕВО","УДАР","WOODImpt","WOOD","Singular wood hits, drops, impacts, board hits. Group wood destruction goes into CRASH. Resonant wood bonks or hits. Hitting your head on a doorframe.","удар, падение, удар, столкновение, крушение, лязг, лязг, лязг, лязг, удар"],
